months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,injury_claim,fraud_reported
182,40,439049,2011-12-12,IN,100/300,1000,1022.42,0,466161,MALE,PhD,other-service,skydiving,husband,50000,-56900,SC,Northbend,7168 Andromedia Ridge,13,1,YES,0,7110,N
282,46,502634,1991-08-17,OH,100/300,2000,1558.86,0,450800,MALE,MD,other-service,dancing,wife,51100,-75100,NY,Springfield,7954 Tree Ridge,2,1,?,2,13880,N
222,39,378588,2004-02-29,OH,500/1000,500,1757.87,0,458993,MALE,High School,transport-moving,board-games,not-in-family,71400,0,SC,Northbrook,1956 Apache St,9,3,YES,2,5000,Y
415,52,794731,2015-02-22,IN,250/500,1000,973.5,0,468634,MALE,PhD,machine-op-inspct,polo,not-in-family,50400,0,WV,Arlington,9918 Andromedia Drive,15,2,YES,1,7860,N
51,34,641934,2013-12-25,OH,500/1000,500,1430.8,0,461264,MALE,PhD,machine-op-inspct,camping,unmarried,0,0,NY,Springfield,5499 Flute Ridge,23,1,?,2,6420,Y
255,45,113516,1990-10-13,IL,500/1000,500,1192.27,0,600184,MALE,High School,sales,base-jumping,own-child,0,-40200,NC,Riverwood,3311 2nd Drive,16,1,NO,2,12240,N
143,31,425631,2014-07-05,IL,250/500,500,1163.83,0,604874,MALE,Associate,protective-serv,movies,husband,37700,0,NC,Arlington,7609 Rock St,21,4,YES,2,6920,N
130,28,542245,1991-11-25,OH,500/1000,1000,1003.15,0,462377,FEMALE,JD,farming-fishing,movies,other-relative,0,-38500,SC,Hillsdale,4652 Flute Drive,21,2,YES,2,13080,N
242,41,512894,1990-10-02,OH,250/500,2000,1153.54,6000000,619657,MALE,Masters,protective-serv,polo,unmarried,0,-57000,NY,Northbrook,6853 Sky Hwy,3,3,NO,0,12380,N
96,27,633090,2009-02-17,IL,100/300,1000,1631.1,0,437323,FEMALE,High School,priv-house-serv,exercise,wife,0,0,WV,Arlington,7780 Flute Lane,4,1,?,1,670,N
180,35,464234,2005-07-17,IL,500/1000,1000,1252.48,0,432148,MALE,MD,machine-op-inspct,yachting,wife,0,-55800,OH,Springfield,1687 3rd Lane,17,1,?,1,1020,N
150,30,290162,1994-03-12,IN,100/300,1000,1677.26,0,439690,MALE,College,sales,yachting,own-child,40100,0,WV,Springfield,6378 Britain Ave,7,1,YES,1,510,N
463,59,638155,1994-08-03,IL,250/500,1000,979.73,0,601848,FEMALE,JD,exec-managerial,yachting,not-in-family,51700,0,SC,Columbus,1306 Andromedia St,14,2,?,1,7240,Y
472,64,911429,2012-08-25,IN,250/500,500,989.24,0,615821,MALE,Masters,other-service,skydiving,not-in-family,0,0,NY,Northbrook,3664 Francis Ridge,13,1,NO,2,14180,N
75,25,106186,2011-12-02,IL,500/1000,1000,1389.86,0,472475,FEMALE,Associate,priv-house-serv,hiking,husband,0,0,WV,Springfield,5985 Lincoln Lane,23,2,?,2,6510,N
193,40,311783,2005-02-25,OH,100/300,500,1233.85,0,457463,FEMALE,College,handlers-cleaners,chess,husband,0,0,PA,Hillsdale,3706 4th Hwy,23,3,?,2,0,N
43,43,528385,1997-11-07,IL,500/1000,500,1320.39,0,604861,FEMALE,Associate,armed-forces,yachting,not-in-family,0,0,WV,Arlington,6603 Francis Hwy,16,1,?,2,7270,Y
253,41,228403,2004-04-20,IN,100/300,1000,1435.09,0,471519,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,36600,0,SC,Northbrook,7069 4th Hwy,17,1,NO,2,6290,N
152,30,209177,2009-11-17,IN,500/1000,500,1448.54,0,618682,FEMALE,JD,craft-repair,polo,wife,58600,0,VA,Northbrook,5093 Flute Lane,9,1,YES,1,7690,Y
160,38,497929,2009-09-19,OH,250/500,500,1733.56,0,441425,MALE,High School,sales,sleeping,wife,0,-43800,SC,Hillsdale,5894 Flute Drive,13,3,NO,2,7420,N
56,36,735844,2009-11-08,IN,100/300,500,1533.07,0,609336,MALE,JD,farming-fishing,exercise,own-child,0,-28800,NC,Springfield,8459 Apache Ave,13,1,YES,1,0,N
286,41,710741,2001-09-12,IL,100/300,500,1106.77,0,603320,FEMALE,College,prof-specialty,golf,other-relative,45500,-62500,WV,Columbus,7447 Lincoln Ridge,3,1,?,2,500,N
3,29,276804,1992-11-27,IL,100/300,500,995.7,5000000,615446,FEMALE,JD,priv-house-serv,chess,unmarried,0,0,PA,Springfield,1821 Andromedia Ridge,3,1,?,2,500,Y
286,41,507545,1998-12-07,IL,250/500,1000,1298.85,6000000,435967,FEMALE,High School,sales,camping,other-relative,71300,-70300,NY,Columbus,6859 Flute Ridge,16,3,?,1,6050,N
239,38,485642,1990-08-25,OH,250/500,1000,1276.73,5000000,610246,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0,0,WV,Northbrook,4175 Elm Ridge,12,3,NO,1,6880,N
64,29,796375,2011-10-22,OH,250/500,2000,1202.28,0,479327,MALE,High School,exec-managerial,cross-fit,other-relative,0,-61400,VA,Hillsdale,5007 Oak St,4,1,?,1,4370,Y
98,31,171183,1990-02-01,IN,100/300,500,671.92,0,468300,MALE,Masters,machine-op-inspct,bungie-jumping,wife,0,-26400,NC,Riverwood,5790 Flute Ridge,3,1,?,2,7120,N
16,35,110084,1990-11-27,IL,250/500,1000,1358.03,0,612660,MALE,JD,sales,chess,own-child,59300,-31400,SC,Hillsdale,8704 Britain Lane,0,1,NO,2,10000,Y
70,27,714784,2004-07-16,IN,250/500,1000,1008.79,4000000,466691,FEMALE,Masters,adm-clerical,video-games,own-child,46000,0,WV,Columbus,7816 MLK Lane,19,1,NO,2,0,N
75,27,143924,1993-12-10,OH,100/300,1000,1141.1,0,468515,MALE,JD,armed-forces,movies,other-relative,0,0,SC,Hillsdale,3618 Maple Lane,15,2,?,0,5970,N
246,44,996850,1995-03-08,OH,100/300,1000,1397.0,0,614521,MALE,High School,machine-op-inspct,reading,not-in-family,0,0,NY,Arlington,7705 Lincoln Drive,6,1,NO,1,6860,N
110,27,284834,2009-08-03,OH,500/1000,1000,1664.66,0,465921,FEMALE,Associate,priv-house-serv,golf,own-child,0,-66200,SC,Springfield,8602 Washington Ridge,3,1,?,0,5750,N
236,39,830878,1996-11-03,IN,250/500,1000,1151.39,4000000,604555,FEMALE,Masters,exec-managerial,reading,wife,0,-63900,NY,Springfield,2832 Andromedia Lane,17,1,YES,0,870,N
267,46,270208,2004-08-09,OH,100/300,2000,1546.01,0,616276,FEMALE,MD,adm-clerical,polo,wife,0,0,VA,Riverwood,9760 4th Hwy,4,4,NO,2,15420,N
463,57,407958,1991-07-20,IL,250/500,500,1063.67,0,463356,MALE,Masters,priv-house-serv,dancing,wife,0,0,NY,Springfield,2509 Rock Drive,14,1,NO,2,6600,N
303,46,832300,2005-01-14,IN,100/300,1000,709.14,0,450184,MALE,Masters,machine-op-inspct,kayaking,husband,0,0,NY,Northbrook,2063 Weaver St,3,3,NO,1,9980,N
137,30,927205,2011-12-16,IL,250/500,500,1039.55,0,466393,MALE,MD,exec-managerial,kayaking,unmarried,55600,-59700,WV,Columbus,3818 Texas Ridge,4,3,?,2,6730,N
56,42,655356,1996-07-07,IL,250/500,500,1339.39,0,471786,FEMALE,Associate,adm-clerical,chess,not-in-family,0,0,NY,Columbus,3929 Elm Ave,13,1,?,1,11180,N
75,27,831053,1992-08-05,IN,250/500,1000,1202.75,0,602289,MALE,High School,handlers-cleaners,board-games,not-in-family,57900,-90100,SC,Northbrook,9911 Britain Lane,23,3,NO,0,6630,N
131,33,432740,1990-10-09,IL,100/300,2000,1081.17,0,445120,MALE,MD,sales,yachting,wife,0,-65200,NY,Northbend,3246 Britain Ridge,3,1,?,0,490,N
153,34,893853,1994-02-27,IL,250/500,500,991.39,0,449260,MALE,High School,tech-support,paintball,other-relative,45600,-61400,WV,Springfield,2696 Cherokee Ridge,0,3,?,1,14140,N
255,43,594988,2007-05-06,IN,500/1000,500,984.02,0,472724,FEMALE,JD,transport-moving,board-games,unmarried,75800,0,SC,Columbus,5249 4th Ave,14,2,?,2,7470,Y
103,26,979544,2014-04-21,IL,100/300,500,1354.83,0,475173,MALE,MD,tech-support,sleeping,husband,66300,0,NY,Arlington,4721 Cherokee Hwy,14,2,NO,2,4060,N
97,28,191891,2010-02-11,OH,100/300,1000,830.31,0,443854,MALE,JD,farming-fishing,video-games,husband,0,-32600,SC,Springfield,8212 Flute Ridge,22,1,?,1,10060,N
214,36,831479,2000-06-04,IL,100/300,2000,987.42,7000000,461418,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0,0,NY,Springfield,3592 MLK Ridge,17,3,NO,0,4280,N
438,57,714346,1991-10-05,OH,500/1000,500,1119.29,0,616164,FEMALE,MD,machine-op-inspct,chess,husband,0,0,SC,Hillsdale,6494 4th Ave,14,1,?,0,4070,Y
87,27,326289,2004-01-03,OH,100/300,500,1048.39,0,620962,FEMALE,Masters,transport-moving,polo,own-child,0,0,NY,Riverwood,6608 Apache Lane,2,1,?,2,6300,N
27,28,944537,1992-07-23,OH,500/1000,1000,1074.47,0,465201,MALE,MD,protective-serv,camping,wife,0,0,WV,Riverwood,1553 Lincoln St,4,1,?,2,400,N
206,42,779156,1993-10-10,IL,500/1000,1000,1230.76,0,470488,MALE,High School,machine-op-inspct,yachting,unmarried,0,-74200,VA,Hillsdale,7628 4th Lane,2,1,?,1,7180,Y
127,31,856153,2002-07-09,OH,500/1000,500,1255.02,0,462250,MALE,Associate,sales,reading,not-in-family,58200,0,SC,Riverwood,3028 5th St,10,1,YES,1,560,N
422,60,473338,2010-11-14,IN,100/300,1000,1555.52,0,436408,FEMALE,MD,machine-op-inspct,hiking,own-child,43600,-67800,NC,Northbrook,8949 Rock Hwy,11,1,YES,1,15500,N
303,50,521694,1997-03-03,IL,100/300,2000,836.11,5000000,464230,MALE,Masters,sales,camping,not-in-family,0,0,SC,Springfield,9751 Tree St,1,4,YES,1,12140,N
228,40,136520,1997-03-01,IN,100/300,500,1450.98,0,478609,MALE,Associate,exec-managerial,base-jumping,husband,43700,0,WV,Northbend,4702 Texas Drive,20,1,?,0,1100,N
239,39,730819,1990-08-18,IN,250/500,2000,625.08,0,437156,FEMALE,JD,protective-serv,hiking,wife,44200,-37000,SC,Riverwood,2757 4th Hwy,10,1,NO,2,15980,Y
330,47,912665,2014-05-28,IL,100/300,2000,1133.27,0,432218,FEMALE,High School,craft-repair,chess,wife,0,-56400,NY,Northbrook,6678 Weaver Drive,20,2,?,0,11000,Y
128,35,469966,2004-07-22,IN,500/1000,500,1366.6,0,620493,FEMALE,MD,machine-op-inspct,kayaking,other-relative,0,0,NY,Columbus,8667 Weaver Lane,10,3,?,2,16040,N
147,37,952300,2009-08-02,OH,500/1000,1000,1439.9,6000000,475391,FEMALE,Associate,prof-specialty,video-games,husband,0,-48400,SC,Springfield,4931 Maple Drive,2,2,NO,1,9760,N
287,45,322609,2007-07-05,OH,500/1000,1000,1230.69,0,440720,MALE,Masters,transport-moving,golf,not-in-family,0,-54600,VA,Springfield,3808 5th Ave,19,1,NO,0,5380,N
142,29,890280,2010-01-24,OH,100/300,2000,1307.68,0,606942,FEMALE,MD,craft-repair,dancing,husband,0,-48500,NY,Columbus,1725 Solo Lane,10,1,YES,1,4530,Y
162,35,431583,2000-05-15,IL,500/1000,2000,1124.69,0,446971,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0,0,WV,Arlington,8097 Maple Lane,14,1,YES,0,9880,N
140,35,155912,2008-03-21,OH,100/300,1000,1520.78,0,470538,FEMALE,High School,craft-repair,chess,wife,0,-42900,SC,Columbus,3320 5th Hwy,5,1,?,0,520,Y
106,28,110143,1990-05-07,OH,100/300,2000,1609.11,0,601177,MALE,High School,craft-repair,polo,own-child,0,0,WV,Hillsdale,9573 2nd Ave,8,1,YES,2,0,N
292,45,808544,1991-02-05,IL,500/1000,1000,1358.91,0,451470,MALE,Masters,craft-repair,dancing,unmarried,0,0,WV,Northbend,8336 1st Ridge,4,1,NO,0,670,N
34,34,409074,1992-03-19,OH,500/1000,500,1295.87,0,438529,FEMALE,PhD,priv-house-serv,chess,husband,0,0,NC,Columbus,3998 4th Hwy,4,3,?,1,5080,Y
290,48,824728,2013-04-24,IL,250/500,500,1161.03,5000000,469742,MALE,Associate,adm-clerical,video-games,not-in-family,45300,0,VA,Northbrook,3966 Oak Hwy,20,2,?,1,5190,N
182,38,606037,2009-04-10,OH,500/1000,2000,1441.06,0,435534,FEMALE,Masters,armed-forces,movies,husband,53800,-78300,NY,Riverwood,7601 Andromedia Lane,18,1,?,2,8150,N
362,55,636843,2008-12-01,OH,100/300,1000,1097.99,0,442239,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500,NY,Hillsdale,5160 2nd Hwy,0,3,NO,0,0,N
143,32,111874,2000-07-05,IL,500/1000,1000,1464.42,0,468986,FEMALE,High School,exec-managerial,golf,husband,79900,0,SC,Springfield,3288 Tree Lane,1,1,?,2,5660,N
183,38,439844,2014-06-11,IL,250/500,500,1543.68,0,606988,FEMALE,Masters,prof-specialty,paintball,not-in-family,20200,0,NC,Hillsdale,5874 1st Hwy,17,1,NO,0,9440,Y
254,40,463513,1995-04-23,IL,250/500,500,1390.89,5000000,453719,MALE,College,armed-forces,bungie-jumping,wife,0,-74400,NY,Riverwood,6467 Best Ave,23,1,?,2,9720,N
249,43,577858,1990-09-16,OH,100/300,2000,1148.58,0,475524,FEMALE,MD,adm-clerical,golf,not-in-family,0,-71200,SC,Arlington,6309 5th Ave,4,3,YES,2,5710,N
169,36,607351,1998-12-11,IN,250/500,500,1616.26,0,617804,MALE,High School,exec-managerial,yachting,unmarried,50700,-57600,NY,Springfield,8212 Rock Ave,0,3,NO,2,14080,N
235,40,682754,1995-10-09,IL,500/1000,500,1398.94,0,613399,MALE,College,craft-repair,bungie-jumping,husband,0,0,NY,Riverwood,4107 MLK Ridge,11,1,NO,1,6830,N
112,32,757352,1999-12-21,OH,500/1000,1000,1238.92,0,453400,MALE,Associate,other-service,base-jumping,other-relative,57800,-53700,NY,Arlington,4558 3rd Hwy,4,1,?,0,460,N
16,32,307469,2002-07-28,IL,100/300,1000,968.46,0,615767,MALE,MD,tech-support,chess,not-in-family,50800,-66200,WV,Columbus,1762 Maple Hwy,0,3,?,0,6600,Y
128,31,526296,1993-08-03,IL,100/300,500,1045.12,0,615311,FEMALE,High School,transport-moving,cross-fit,other-relative,0,-28300,NY,Springfield,5532 Francis Lane,2,3,NO,0,0,Y
103,27,658816,2007-12-16,IN,100/300,1000,1537.33,0,468470,FEMALE,College,handlers-cleaners,board-games,husband,0,-74800,NY,Springfield,6158 Sky Ridge,11,3,YES,1,7770,N
356,54,913337,2008-02-10,OH,500/1000,500,912.3,0,461383,MALE,College,prof-specialty,yachting,wife,58500,-44000,SC,Northbend,9214 Elm Ridge,23,3,NO,2,12500,Y
109,29,488464,2006-10-01,OH,100/300,2000,1007.28,6000000,457727,FEMALE,High School,adm-clerical,movies,husband,0,0,NY,Riverwood,1833 Solo Ave,17,3,NO,1,16560,N
2,20,480094,2003-03-09,IN,500/1000,1000,1189.98,4000000,613327,FEMALE,High School,craft-repair,golf,other-relative,0,-54700,WV,Columbus,1953 Sky Lane,22,1,NO,1,4030,N
198,34,263108,2003-05-29,OH,250/500,1000,1576.41,0,614941,MALE,Associate,handlers-cleaners,kayaking,other-relative,0,-55100,WV,Hillsdale,6834 1st Drive,18,1,YES,1,9500,N
107,32,298412,2002-05-06,OH,100/300,500,1172.82,4000000,440680,MALE,Associate,machine-op-inspct,yachting,other-relative,82100,0,SC,Arlington,9562 4th Ridge,8,1,?,1,780,N
252,39,261905,2004-02-28,IL,500/1000,500,1312.22,9000000,609949,MALE,High School,transport-moving,cross-fit,other-relative,0,-33300,NC,Riverwood,4835 Britain Ridge,15,3,?,0,11880,Y
303,43,674485,1999-01-14,OH,500/1000,1000,671.01,7000000,479655,FEMALE,Associate,machine-op-inspct,camping,other-relative,42900,-61500,NC,Springfield,8548 Cherokee Ridge,20,1,?,2,6690,N
101,32,223404,2002-01-23,IL,250/500,500,895.14,0,439964,MALE,JD,sales,video-games,other-relative,52600,-30400,SC,Columbus,2352 MLK Drive,4,1,?,0,8720,N
446,57,991480,1992-12-09,IN,100/300,2000,1373.21,0,478486,MALE,College,adm-clerical,sleeping,unmarried,42700,-64900,SC,Northbrook,9734 2nd Ridge,10,3,NO,0,6280,N
330,48,804219,1998-06-24,OH,250/500,1000,1625.65,0,466498,MALE,College,farming-fishing,skydiving,husband,0,0,VA,Springfield,3122 Apache Drive,10,1,YES,1,11900,N
211,37,483088,2011-01-06,OH,250/500,2000,1295.63,4000000,430878,FEMALE,PhD,armed-forces,skydiving,not-in-family,42200,-33800,WV,Northbend,9816 Britain St,22,3,YES,1,5940,N
172,33,100804,2012-02-24,IL,100/300,1000,1459.96,6000000,600127,FEMALE,High School,adm-clerical,reading,wife,41300,-42000,NY,Northbend,8214 Flute St,15,3,NO,0,7580,N
316,46,941807,2011-06-25,OH,100/300,500,1219.94,7000000,431968,FEMALE,Masters,prof-specialty,paintball,wife,0,-51000,NY,Arlington,6259 Lincoln Hwy,13,1,?,0,6310,N
435,60,593466,2006-11-21,OH,500/1000,500,1064.49,5000000,462804,MALE,Associate,priv-house-serv,chess,other-relative,73500,-43300,WV,Arlington,4492 Andromedia Ave,23,1,NO,2,5240,Y
344,51,437442,2008-06-27,IL,100/300,1000,959.83,0,435809,FEMALE,Masters,sales,paintball,not-in-family,0,-38700,NY,Northbend,6179 3rd Ridge,18,3,?,2,17400,Y
204,40,942106,1993-08-30,OH,250/500,2000,1767.02,0,453193,MALE,JD,machine-op-inspct,hiking,husband,0,-49300,SC,Arlington,3799 Embaracadero Drive,7,1,YES,1,4200,N
278,47,794951,2008-04-21,IN,500/1000,500,1285.01,0,459630,MALE,Masters,machine-op-inspct,sleeping,not-in-family,0,-39800,VA,Hillsdale,5071 1st Lane,21,1,NO,2,5850,N
434,57,182450,2000-06-23,OH,500/1000,2000,1422.95,0,608982,MALE,JD,transport-moving,bungie-jumping,husband,0,0,SC,Columbus,6574 4th Drive,15,3,NO,1,11040,N
209,36,730973,2010-01-11,IN,100/300,2000,1223.39,0,452218,FEMALE,MD,craft-repair,camping,wife,0,0,PA,Hillsdale,2711 Britain Ave,17,3,?,1,8180,N
250,43,687755,1990-03-28,IL,500/1000,2000,1539.06,0,434150,MALE,Masters,sales,exercise,other-relative,37800,0,SC,Hillsdale,4214 MLK Ridge,2,1,NO,0,10700,N
61,25,757644,1998-01-29,IN,100/300,2000,988.06,0,460579,FEMALE,Masters,other-service,dancing,not-in-family,0,0,WV,Northbend,7976 Britain Drive,1,3,YES,1,4040,N
80,28,998865,2014-12-05,IL,500/1000,1000,1740.57,0,442142,FEMALE,College,farming-fishing,golf,wife,0,-18600,SC,Northbend,4995 Weaver Ridge,3,1,?,0,3720,N
25,38,944953,1995-12-07,OH,250/500,1000,1540.91,7000000,608807,MALE,College,adm-clerical,polo,wife,40900,0,VA,Northbend,1515 Embaracadero St,0,1,NO,1,480,N
4,29,386429,2002-05-27,IL,250/500,500,1381.88,5000000,433153,MALE,High School,tech-support,exercise,other-relative,0,-77800,SC,Hillsdale,2968 Andromedia Ave,4,1,NO,0,840,N
32,29,108270,2002-08-09,OH,100/300,500,1446.98,0,436560,MALE,MD,adm-clerical,sleeping,own-child,0,-45700,NY,Arlington,9236 2nd Hwy,11,3,YES,2,10540,N
125,31,205134,2012-12-02,IN,500/1000,500,1220.86,0,436784,MALE,JD,other-service,paintball,husband,55400,-40400,NY,Arlington,9639 Britain Ridge,4,1,YES,1,0,N
276,45,749325,2000-03-22,IL,500/1000,500,948.1,0,430621,FEMALE,High School,machine-op-inspct,reading,wife,44500,-61400,SC,Columbus,9422 Washington Ridge,11,3,?,0,13860,N
148,30,774303,2002-04-13,OH,100/300,500,1471.24,0,601574,FEMALE,Masters,farming-fishing,camping,own-child,57500,-93600,NC,Riverwood,1213 4th Lane,4,3,NO,2,4060,N
222,38,698470,2008-06-17,IN,100/300,2000,1157.97,0,433853,MALE,MD,machine-op-inspct,hiking,not-in-family,0,-64500,NY,Hillsdale,3872 5th Drive,20,1,?,2,6720,N
32,38,719989,1994-04-07,IL,250/500,2000,566.11,5000000,453164,MALE,Associate,armed-forces,polo,unmarried,0,0,NC,Springfield,9397 5th Hwy,22,1,YES,0,440,N
78,27,309323,1992-02-29,OH,500/1000,500,1060.88,0,613931,MALE,JD,other-service,skydiving,other-relative,0,-66500,SC,Northbend,8876 1st St,4,1,NO,0,550,N
238,43,444035,1996-05-11,OH,250/500,1000,1524.45,4000000,607458,MALE,High School,handlers-cleaners,chess,wife,0,-44800,NC,Hillsdale,3397 5th Ave,21,4,NO,0,4270,Y
313,47,431478,2013-04-03,IN,250/500,1000,1556.17,0,463835,MALE,College,prof-specialty,reading,wife,63900,-53300,SC,Hillsdale,3263 Pine Ridge,20,1,YES,1,3660,Y
334,50,797634,2009-11-12,OH,500/1000,500,1216.24,0,613945,MALE,Masters,priv-house-serv,polo,wife,26700,-47200,NY,Columbus,8639 5th Hwy,7,1,NO,2,5000,N
190,35,284836,2008-11-05,IN,250/500,500,1484.72,5000000,432699,FEMALE,High School,tech-support,golf,husband,0,0,NY,Riverwood,5743 4th Ridge,4,1,NO,0,640,N
194,41,238196,1993-02-15,IL,250/500,500,1203.81,0,613119,MALE,JD,transport-moving,video-games,not-in-family,52500,-51300,WV,Springfield,3555 Francis Ridge,17,3,?,0,13700,N
290,47,885789,2008-07-21,IN,250/500,1000,1393.34,0,472922,MALE,High School,exec-managerial,bungie-jumping,other-relative,0,-61400,WV,Northbend,4939 Oak Lane,20,3,YES,1,6240,N
26,42,287436,2010-09-11,OH,100/300,1000,1484.48,0,613849,MALE,PhD,armed-forces,sleeping,not-in-family,50700,-36300,SC,Riverwood,3100 Best St,10,1,NO,2,5730,N
254,41,496067,1995-12-22,IL,250/500,500,1581.27,5000000,603827,FEMALE,PhD,handlers-cleaners,skydiving,own-child,42200,-48000,NY,Riverwood,3029 5th Ave,8,1,YES,2,5770,N
199,38,206004,1991-09-26,IL,250/500,1000,1281.25,0,467780,FEMALE,High School,tech-support,movies,other-relative,0,-53100,WV,Columbus,8941 Solo Ridge,6,1,?,0,8080,Y
137,35,153027,2010-03-11,IN,250/500,500,1667.83,0,460586,MALE,JD,prof-specialty,paintball,husband,48500,-67400,WV,Northbrook,4447 Francis Hwy,4,1,YES,1,1200,N
134,36,469426,1990-07-15,OH,250/500,1000,1497.41,0,613842,MALE,PhD,machine-op-inspct,kayaking,husband,14100,-44500,WV,Northbrook,7701 Tree St,17,3,NO,2,9650,N
73,30,654974,2009-05-10,OH,100/300,500,803.36,0,435371,FEMALE,High School,protective-serv,reading,husband,0,0,WV,Springfield,4653 Pine St,15,3,?,0,0,N
289,45,943425,1999-10-28,OH,250/500,2000,1221.41,0,466289,FEMALE,Masters,farming-fishing,movies,wife,46700,-72500,WV,Riverwood,8742 4th St,9,1,NO,2,300,N
176,36,641845,1995-03-30,OH,250/500,500,1865.83,5000000,436173,MALE,College,transport-moving,kayaking,unmarried,32800,-50600,WV,Hillsdale,7316 Texas Ave,17,1,?,2,4300,N
145,37,794534,1991-12-14,OH,250/500,2000,1434.27,0,457234,FEMALE,Associate,tech-support,sleeping,unmarried,0,-35900,VA,Arlington,2950 MLK Ave,13,1,?,2,5010,N
164,31,357808,2011-01-31,IN,500/1000,500,1114.68,0,474758,FEMALE,Associate,other-service,reading,husband,44500,-55900,SC,Springfield,8233 Tree Drive,5,1,YES,1,480,N
186,38,536052,2006-04-21,OH,250/500,2000,1218.56,0,477373,FEMALE,Masters,transport-moving,video-games,husband,39300,-60300,VA,Arlington,4642 Rock Ridge,23,3,YES,2,11460,Y
85,31,873384,2004-03-10,IL,250/500,2000,1234.69,9000000,613471,FEMALE,MD,tech-support,paintball,husband,0,0,WV,Arlington,7733 Britain Lane,1,2,NO,2,14880,Y
162,33,790225,1991-01-05,OH,250/500,500,964.92,0,601581,FEMALE,Associate,exec-managerial,base-jumping,other-relative,45700,0,NY,Hillsdale,2753 Cherokee Ave,17,4,NO,2,3530,Y
396,57,587498,1996-10-15,IL,500/1000,500,1351.72,0,612102,MALE,High School,tech-support,camping,wife,0,-49400,NY,Springfield,3995 Lincoln Hwy,3,1,YES,1,480,N
270,41,639027,1994-06-21,IL,250/500,1000,817.28,0,460263,MALE,High School,sales,cross-fit,unmarried,62200,0,SC,Columbus,4095 MLK St,17,3,?,1,4630,Y
168,39,217899,1994-06-13,IL,500/1000,1000,1389.59,0,479134,FEMALE,Masters,machine-op-inspct,exercise,own-child,0,-42600,NY,Northbend,5782 Rock Drive,23,3,YES,1,3780,Y
274,45,589094,2003-05-27,IN,250/500,1000,1353.53,0,451467,FEMALE,JD,tech-support,cross-fit,unmarried,54700,-47900,NY,Columbus,2900 Sky Drive,13,1,YES,0,11700,Y
263,43,458829,1996-07-06,IN,500/1000,1000,1294.04,0,602670,FEMALE,Masters,handlers-cleaners,movies,not-in-family,0,0,SC,Riverwood,1515 Pine Lane,17,1,YES,2,13220,N
152,33,626208,2005-05-08,OH,100/300,1000,840.81,0,613607,FEMALE,High School,farming-fishing,chess,husband,0,0,NY,Arlington,4876 Washington Drive,2,1,YES,0,7510,Y
46,41,315041,2010-11-02,OH,100/300,2000,998.19,0,611556,FEMALE,MD,priv-house-serv,video-games,husband,43700,-66300,SC,Hillsdale,5779 2nd Lane,23,3,NO,1,13100,Y
276,46,283267,2012-07-29,OH,100/300,2000,1090.32,0,435518,MALE,College,handlers-cleaners,chess,husband,0,-70400,SC,Columbus,6706 Francis Drive,17,1,NO,1,5710,Y
234,44,442494,2002-06-06,IN,500/1000,500,1780.67,0,465942,MALE,Associate,other-service,exercise,other-relative,0,0,NC,Springfield,6384 5th Ridge,3,1,NO,1,7020,Y
64,30,159243,1991-09-19,IL,250/500,2000,1681.01,0,446174,MALE,JD,protective-serv,base-jumping,own-child,0,-51100,SC,Riverwood,3006 Lincoln Ridge,16,1,NO,2,490,N
456,62,669800,2009-06-24,OH,250/500,1000,1395.77,0,611651,FEMALE,MD,protective-serv,chess,own-child,82600,-49500,PA,Hillsdale,5352 Lincoln Drive,13,3,?,1,5540,Y
58,23,520179,1992-05-29,OH,500/1000,2000,1471.44,5000000,446657,MALE,High School,transport-moving,reading,own-child,57500,0,NC,Riverwood,6110 Rock Ridge,8,1,NO,2,4580,Y
475,61,607974,2004-08-12,IL,500/1000,500,1265.72,0,612506,FEMALE,Masters,handlers-cleaners,paintball,wife,0,-59500,SC,Columbus,7797 Tree Ridge,23,1,YES,0,9900,N
96,29,465065,2006-12-24,IN,250/500,1000,1274.7,5000000,618493,MALE,College,prof-specialty,hiking,other-relative,47500,-58700,NC,Springfield,4910 1st Lane,15,3,YES,2,5540,Y
99,28,369941,2007-07-24,OH,100/300,500,1330.39,0,612664,MALE,MD,prof-specialty,basketball,wife,0,0,NY,Columbus,8766 Lincoln Lane,3,1,NO,2,4990,N
38,28,447226,1994-08-17,OH,500/1000,500,1122.95,4000000,473653,MALE,Masters,priv-house-serv,golf,other-relative,78000,0,WV,Northbrook,6399 Oak Drive,4,3,NO,0,12480,N
259,44,831668,1996-04-10,OH,250/500,2000,1655.79,0,454529,FEMALE,Masters,exec-managerial,exercise,husband,0,0,NY,Northbend,3127 Flute St,8,1,YES,0,16280,N
